pair	RANK_MAJOR	RANK_MINOR	TYPE	PDB_ID	BIO_UNIT	CHAIN1	MODEL1	SEQ_IDENT1	COVERAGE1	SEQ_BEGIN1	SEQ_END1	DOMAIN1	CHAIN2	MODEL2	SEQ_IDENT2	COVERAGE2	SEQ_BEGIN2	SEQ_END2	DOMAIN2	FILENAME	orf_name_1	gene_name_1	uniprot_ac_1	orf_name_2	gene_name_2	uniprot_ac_2	orf_name_a	orf_name_b
YEL026W_YPR178W	1	0	Structure	5gan	1	H	0	100.0	76.8	109	465	-	K	0	100.0	98.4	3	126	-	P20053-P39990-EXP-5gan.pdb1-H-0-K-0.pdb	YPR178W	PRP4	P20053	YEL026W	SNU13	P39990	YEL026W	YPR178W
YBR055C_YGR091W	1	0	Structure	5gap	1	J	0	98.0	82.8	155	898	-	F	0	100.0	84.0	43	457	-	P19735-P49704-EXP-5gap.pdb1-J-0-F-0.pdb	YBR055C	PRP6	P19735	YGR091W	PRP31	P49704	YBR055C	YGR091W
YGR091W_YHR165C	1	0	Structure	5gan	1	A	0	95.8	95.0	110	2401	-	F	0	100.0	84.0	43	457	-	P33334-P49704-EXP-5gan.pdb1-A-0-F-0.pdb	YHR165C	PRP8	P33334	YGR091W	PRP31	P49704	YGR091W	YHR165C
YEL026W_YGR091W	1	0	Structure	5gap	1	K	0	100.0	98.4	3	126	-	F	0	100.0	84.0	43	457	-	P39990-P49704-EXP-5gap.pdb1-K-0-F-0.pdb	YEL026W	SNU13	P39990	YGR091W	PRP31	P49704	YEL026W	YGR091W
YBR055C_YPR082C	1	0	Structure	3jcm	1	G	0	81.9	99.7	4	899	-	L	0	100.0	97.2	3	141	-	P19735-Q06819-EXP-3jcm.pdb1-G-0-L-0.pdb	YBR055C	PRP6	P19735	YPR082C	DIB1	Q06819	YBR055C	YPR082C
YHR165C_YPR082C	1	0	Structure	5gan	1	A	0	95.8	95.0	110	2401	-	D	0	100.0	97.9	2	141	-	P33334-Q06819-EXP-5gan.pdb1-A-0-D-0.pdb	YHR165C	PRP8	P33334	YPR082C	DIB1	Q06819	YHR165C	YPR082C
YGR091W_YPR082C	1	0	Structure	5gap	1	F	0	100.0	84.0	43	457	-	D	0	100.0	97.9	2	141	-	P49704-Q06819-EXP-5gap.pdb1-F-0-D-0.pdb	YGR091W	PRP31	P49704	YPR082C	DIB1	Q06819	YGR091W	YPR082C
YDL030W_YJL203W	1	0	Structure	4dgw	1	A	0	94.7	71.1	2	378	-	B	0	87.9	50.0	89	228	-	P19736-P32524-EXP-4dgw.pdb1-A-0-B-0.pdb	YDL030W	PRP9	P19736	YJL203W	PRP21	P32524	YDL030W	YJL203W
YDL030W_YGR074W	1	0	Structure	6g90	1	T	0	87.5	99.6	1	528	-	t	0	71.3	69.2	1	101	-	P19736-Q02260-EXP-6g90.pdb1-T-0-t-0.pdb	YDL030W	PRP9	P19736	YGR074W	SMD1	Q02260	YDL030W	YGR074W
YER172C_YGR074W	1	0	Structure	5gan	1	B	0	98.9	83.3	363	2163	-	l	0	77.1	80.8	1	118	-	P32639-Q02260-EXP-5gan.pdb1-B-0-l-0.pdb	YER172C	BRR2	P32639	YGR074W	SMD1	Q02260	YER172C	YGR074W
YGR074W_YHR165C	1	0	Structure	6j6g	1	A	0	97.7	81.2	127	2085	-	z	0	100.0	74.0	1	108	-	P33334-Q02260-EXP-6j6g.pdb1-A-0-z-0.pdb	YHR165C	PRP8	P33334	YGR074W	SMD1	Q02260	YGR074W	YHR165C
YER029C_YGR074W	1	0	Structure	6n7r	1	K	0	96.1	65.8	4	132	-	L	0	100.0	81.5	1	119	-	P40018-Q02260-EXP-6n7r.pdb1-K-0-L-0.pdb	YER029C	SMB1	P40018	YGR074W	SMD1	Q02260	YER029C	YGR074W
YGR074W_YIL061C	1	0	Structure	6n7r	1	A	0	98.9	62.7	1	188	-	L	0	100.0	81.5	1	119	-	Q00916-Q02260-EXP-6n7r.pdb1-A-0-L-0.pdb	YIL061C	SNP1	Q00916	YGR074W	SMD1	Q02260	YGR074W	YIL061C
YDL030W_YLR275W	1	0	Structure	5zwo	1	u	0	87.5	99.6	1	528	-	n	0	100.0	59.1	44	108	-	P19736-Q06217-EXP-5zwo.pdb1-u-0-n-0.pdb	YDL030W	PRP9	P19736	YLR275W	SMD2	Q06217	YDL030W	YLR275W
YHR165C_YLR275W	1	0	Structure	6j6g	1	A	0	97.7	81.2	127	2085	-	e	0	100.0	91.8	8	108	-	P33334-Q06217-EXP-6j6g.pdb1-A-0-e-0.pdb	YHR165C	PRP8	P33334	YLR275W	SMD2	Q06217	YHR165C	YLR275W
YLR275W_YPR182W	1	0	Structure	6n7r	1	P	0	100.0	86.0	12	85	-	M	0	100.0	97.3	2	108	-	P54999-Q06217-EXP-6n7r.pdb1-P-0-M-0.pdb	YPR182W	SMX3	P54999	YLR275W	SMD2	Q06217	YLR275W	YPR182W
YIL061C_YLR275W	1	0	Structure	6n7r	1	A	0	98.9	62.7	1	188	-	M	0	100.0	97.3	2	108	-	Q00916-Q06217-EXP-6n7r.pdb1-A-0-M-0.pdb	YIL061C	SNP1	Q00916	YLR275W	SMD2	Q06217	YIL061C	YLR275W
YGR074W_YLR275W	1	0	Structure	6n7r	1	L	0	100.0	81.5	1	119	-	M	0	100.0	97.3	2	108	-	Q02260-Q06217-EXP-6n7r.pdb1-L-0-M-0.pdb	YGR074W	SMD1	Q02260	YLR275W	SMD2	Q06217	YGR074W	YLR275W
YDL030W_YOR319W	1	0	Structure	6g90	1	T	0	87.5	99.6	1	528	-	R	0	88.7	91.5	9	203	-	P19736-Q99181-EXP-6g90.pdb1-T-0-R-0.pdb	YDL030W	PRP9	P19736	YOR319W	HSH49	Q99181	YDL030W	YOR319W
YMR240C_YOR319W	1	0	Structure	5lsl	1	E	0	100.0	14.0	290	350	-	A	0	100.0	37.1	8	86	-	Q02554-Q99181-EXP-5lsl.pdb1-E-0-A-0.pdb	YMR240C	CUS1	Q02554	YOR319W	HSH49	Q99181	YMR240C	YOR319W
YML049C_YOR319W	1	0	Structure	6g90	1	P	0	90.6	96.2	53	1361	-	R	0	88.7	91.5	9	203	-	Q04693-Q99181-EXP-6g90.pdb1-P-0-R-0.pdb	YML049C	RSE1	Q04693	YOR319W	HSH49	Q99181	YML049C	YOR319W
YDL043C_YOR319W	1	0	Structure	6g90	1	U	0	79.1	82.7	34	253	-	R	0	88.7	91.5	9	203	-	Q07350-Q99181-EXP-6g90.pdb1-U-0-R-0.pdb	YDL043C	PRP11	Q07350	YOR319W	HSH49	Q99181	YDL043C	YOR319W
YGR184C_YGR184C	1	0	Structure	6kgi	1	B	0	100.0	4.2	113	194	-	B	1	100.0	4.2	113	194	-	P19812-P19812-EXP-6kgi.pdb1-B-0-B-1.pdb	YGR184C	UBR1	P19812	YGR184C	UBR1	P19812	YGR184C	YGR184C
YML007W_YML007W	1	0	Structure	1sse	-	B	-	100.0	13.2	565	650	-	A	-	100.0	5.4	279	313	-	P19880-P19880-EXP-pdb1sse.ent-B-0-A-0.pdb	YML007W	YAP1	P19880	YML007W	YAP1	P19880	YML007W	YML007W
YDR473C_YPR178W	1	0	Structure	5gap	1	H	0	100.0	76.8	109	465	-	G	0	100.0	67.8	150	467	-	P20053-Q03338-EXP-5gap.pdb1-H-0-G-0.pdb	YPR178W	PRP4	P20053	YDR473C	PRP3	Q03338	YDR473C	YPR178W
YDR473C_YER172C	1	0	Structure	5gan	1	B	0	98.9	83.3	363	2163	-	G	0	100.0	67.8	150	467	-	P32639-Q03338-EXP-5gan.pdb1-B-0-G-0.pdb	YER172C	BRR2	P32639	YDR473C	PRP3	Q03338	YDR473C	YER172C
YDR473C_YHR165C	1	0	Structure	5gan	1	A	0	95.8	95.0	110	2401	-	G	0	100.0	67.8	150	467	-	P33334-Q03338-EXP-5gan.pdb1-A-0-G-0.pdb	YHR165C	PRP8	P33334	YDR473C	PRP3	Q03338	YDR473C	YHR165C
YBL026W_YDR473C	1	0	Structure	5gan	1	2	0	100.0	94.7	1	90	-	G	0	100.0	67.8	150	467	-	P38203-Q03338-EXP-5gan.pdb1-2-0-G-0.pdb	YBL026W	LSM2	P38203	YDR473C	PRP3	Q03338	YBL026W	YDR473C
YDR473C_YEL026W	1	0	Structure	5gan	1	K	0	100.0	98.4	3	126	-	G	0	100.0	67.8	150	467	-	P39990-Q03338-EXP-5gan.pdb1-K-0-G-0.pdb	YEL026W	SNU13	P39990	YDR473C	PRP3	Q03338	YDR473C	YEL026W
YIL115C_YOR046C	1	0	Structure	3rrm	1	A	0	97.1	79.9	98	482	-	C	0	96.8	26.0	2	381	-	P20449-P40477-EXP-3rrm.pdb1-A-0-C-0.pdb	YOR046C	DBP5	P20449	YIL115C	NUP159	P40477	YIL115C	YOR046C
YIL115C_YJL061W	1	0	Structure	3pbp	3	G	0	96.4	62.6	7	452	-	I	0	92.9	1.9	1429	1456	-	P40368-P40477-EXP-3pbp.pdb3-G-0-I-0.pdb	YJL061W	NUP82	P40368	YIL115C	NUP159	P40477	YIL115C	YJL061W
YDL207W_YOR046C	1	0	Structure	3pev	1	A	0	96.1	37.3	303	482	-	B	0	97.6	54.8	244	538	-	P20449-Q12315-EXP-3pev.pdb1-A-0-B-0.pdb	YOR046C	DBP5	P20449	YDL207W	GLE1	Q12315	YDL207W	YOR046C
YDL207W_YDR192C	1	0	Structure	6b4e	2	C	0	100.0	7.9	397	430	-	A	0	99.7	55.0	243	538	-	P49686-Q12315-EXP-6b4e.pdb2-C-0-A-0.pdb	YDR192C	NUP42	P49686	YDL207W	GLE1	Q12315	YDL207W	YDR192C
YBR135W_YBR135W	1	0	Structure	3qy2	3	B	0	99.0	70.0	7	111	-	A	2	99.0	70.0	1	105	-	P20486-P20486-EXP-3qy2.pdb3-B-0-A-2.pdb	YBR135W	CKS1	P20486	YBR135W	CKS1	P20486	YBR135W	YBR135W
YOR098C_YOR098C	1	0	Structure	4c31	1	F	0	100.0	1.3	327	340	-	C	0	100.0	1.4	326	340	-	P20676-P20676-EXP-4c31.pdb1-F-0-C-0.pdb	YOR098C	NUP1	P20676	YOR098C	NUP1	P20676	YOR098C	YOR098C
YLR347C_YOR098C	1	0	Structure	5owu	1	B	0	74.4	3.6	974	1012	-	A	0	99.9	100.0	1	861	-	P20676-Q06142-EXP-5owu.pdb1-B-0-A-0.pdb	YOR098C	NUP1	P20676	YLR347C	KAP95	Q06142	YLR347C	YOR098C
YGL011C_YOR362C	1	0	Structure	1ryp	1	U	0	100.0	84.7	5	248	-	O	0	100.0	96.4	10	252	-	P21242-P21243-EXP-1ryp.pdb1-U-0-O-0.pdb	YOR362C	PRE10	P21242	YGL011C	SCL1	P21243	YGL011C	YOR362C
YGR135W_YOR362C	1	0	Structure	1ryp	1	U	0	100.0	84.7	5	248	-	Q	0	100.0	94.6	2	245	-	P21242-P23638-EXP-1ryp.pdb1-U-0-Q-0.pdb	YOR362C	PRE10	P21242	YGR135W	PRE9	P23638	YGR135W	YOR362C
YGL011C_YGR135W	1	0	Structure	3wxr	1	A	0	100.0	96.4	10	252	-	C	0	99.2	94.6	2	245	-	P21243-P23638-EXP-3wxr.pdb1-A-0-C-0.pdb	YGL011C	SCL1	P21243	YGR135W	PRE9	P23638	YGL011C	YGR135W
YER012W_YGR135W	1	0	Structure	1ryp	1	Y	0	100.0	100.0	1	198	-	Q	0	100.0	94.6	2	245	-	P22141-P23638-EXP-1ryp.pdb1-Y-0-Q-0.pdb	YER012W	PRE1	P22141	YGR135W	PRE9	P23638	YER012W	YGR135W
YML092C_YOR362C	1	0	Structure	1ryp	1	G	0	100.0	84.7	5	248	-	B	0	100.0	100.0	1	250	-	P21242-P23639-EXP-1ryp.pdb1-G-0-B-0.pdb	YOR362C	PRE10	P21242	YML092C	PRE8	P23639	YML092C	YOR362C
YGL011C_YML092C	1	0	Structure	1ryp	1	O	0	100.0	96.4	10	252	-	P	0	100.0	100.0	1	250	-	P21243-P23639-EXP-1ryp.pdb1-O-0-P-0.pdb	YGL011C	SCL1	P21243	YML092C	PRE8	P23639	YGL011C	YML092C
YGR135W_YML092C	1	0	Structure	1ryp	1	C	0	100.0	94.6	2	245	-	B	0	100.0	100.0	1	250	-	P23638-P23639-EXP-1ryp.pdb1-C-0-B-0.pdb	YGR135W	PRE9	P23638	YML092C	PRE8	P23639	YGR135W	YML092C
YFR050C_YOR362C	1	0	Structure	1ryp	1	G	0	100.0	84.7	5	248	-	N	0	100.0	87.6	34	266	-	P21242-P30657-EXP-1ryp.pdb1-G-0-N-0.pdb	YOR362C	PRE10	P21242	YFR050C	PRE4	P30657	YFR050C	YOR362C
YFR050C_YGL011C	1	0	Structure	1ryp	1	A	0	100.0	96.4	10	252	-	2	0	100.0	87.6	34	266	-	P21243-P30657-EXP-1ryp.pdb1-A-0-2-0.pdb	YGL011C	SCL1	P21243	YFR050C	PRE4	P30657	YFR050C	YGL011C
YBL041W_YFR050C	1	0	Structure	1ryp	1	1	0	100.0	92.1	20	241	-	2	0	100.0	87.6	34	266	-	P23724-P30657-EXP-1ryp.pdb1-1-0-2-0.pdb	YBL041W	PRE7	P23724	YFR050C	PRE4	P30657	YBL041W	YFR050C
YFR050C_YOR157C	1	0	Structure	1ryp	1	I	0	100.0	85.1	30	251	-	2	0	100.0	87.6	34	266	-	P25043-P30657-EXP-1ryp.pdb1-I-0-2-0.pdb	YOR157C	PUP1	P25043	YFR050C	PRE4	P30657	YFR050C	YOR157C
YOR117W_YOR362C	1	0	Structure	5mp9	1	G	0	100.0	84.4	6	248	-	M	0	93.4	94.0	27	434	-	P21242-P33297-EXP-5mp9.pdb1-G-0-M-0.pdb	YOR362C	PRE10	P21242	YOR117W	RPT5	P33297	YOR117W	YOR362C
YGR253C_YOR117W	1	0	Structure	5mp9	1	E	0	100.0	93.1	9	250	-	M	0	93.4	94.0	27	434	-	P32379-P33297-EXP-5mp9.pdb1-E-0-M-0.pdb	YGR253C	PUP2	P32379	YOR117W	RPT5	P33297	YGR253C	YOR117W
YKL206C_YOR362C	1	0	Structure	4g4s	1	G	1	100.0	85.4	1	246	-	P	1	71.2	100.0	1	267	-	P21242-P36040-EXP-4g4s.pdb1-G-1-P-1.pdb	YOR362C	PRE10	P21242	YKL206C	ADD66	P36040	YKL206C	YOR362C
YGR253C_YKL206C	1	0	Structure	4g4s	1	E	1	100.0	95.8	1	249	-	P	1	71.2	100.0	1	267	-	P32379-P36040-EXP-4g4s.pdb1-E-1-P-1.pdb	YGR253C	PUP2	P32379	YKL206C	ADD66	P36040	YGR253C	YKL206C
YJL001W_YOR362C	1	0	Structure	1ryp	1	U	0	100.0	84.7	5	248	-	V	0	99.5	95.3	11	215	-	P21242-P38624-EXP-1ryp.pdb1-U-0-V-0.pdb	YOR362C	PRE10	P21242	YJL001W	PRE3	P38624	YJL001W	YOR362C
YGL011C_YJL001W	1	0	Structure	1ryp	1	A	0	100.0	96.4	10	252	-	H	0	99.5	95.3	11	215	-	P21243-P38624-EXP-1ryp.pdb1-A-0-H-0.pdb	YGL011C	SCL1	P21243	YJL001W	PRE3	P38624	YGL011C	YJL001W
YJL001W_YOR157C	1	0	Structure	1ryp	1	W	0	100.0	85.1	30	251	-	V	0	99.5	95.3	11	215	-	P25043-P38624-EXP-1ryp.pdb1-W-0-V-0.pdb	YOR157C	PUP1	P25043	YJL001W	PRE3	P38624	YJL001W	YOR157C
YFR050C_YJL001W	1	0	Structure	1ryp	1	2	0	100.0	87.6	34	266	-	H	0	99.5	95.3	11	215	-	P30657-P38624-EXP-1ryp.pdb1-2-0-H-0.pdb	YFR050C	PRE4	P30657	YJL001W	PRE3	P38624	YFR050C	YJL001W
YJL001W_YJL001W	1	0	Structure	1ryp	1	V	0	99.5	95.3	11	215	-	H	0	99.5	95.3	11	215	-	P38624-P38624-EXP-1ryp.pdb1-V-0-H-0.pdb	YJL001W	PRE3	P38624	YJL001W	PRE3	P38624	YJL001W	YJL001W
YMR314W_YOR362C	1	0	Structure	1ryp	1	U	0	100.0	84.7	5	248	-	T	0	100.0	99.6	2	234	-	P21242-P40302-EXP-1ryp.pdb1-U-0-T-0.pdb	YOR362C	PRE10	P21242	YMR314W	PRE5	P40302	YMR314W	YOR362C
YGR135W_YMR314W	1	0	Structure	1ryp	1	Q	0	100.0	94.6	2	245	-	T	0	100.0	99.6	2	234	-	P23638-P40302-EXP-1ryp.pdb1-Q-0-T-0.pdb	YGR135W	PRE9	P23638	YMR314W	PRE5	P40302	YGR135W	YMR314W
YML092C_YMR314W	1	0	Structure	5mp9	1	b	0	100.0	100.0	1	250	-	f	0	100.0	98.7	4	234	-	P23639-P40302-EXP-5mp9.pdb1-b-0-f-0.pdb	YML092C	PRE8	P23639	YMR314W	PRE5	P40302	YML092C	YMR314W
YBL041W_YMR314W	1	0	Structure	1ryp	1	M	0	100.0	92.1	20	241	-	F	0	100.0	99.6	2	234	-	P23724-P40302-EXP-1ryp.pdb1-M-0-F-0.pdb	YBL041W	PRE7	P23724	YMR314W	PRE5	P40302	YBL041W	YMR314W
YFR050C_YMR314W	1	0	Structure	1ryp	1	2	0	100.0	87.6	34	266	-	T	0	100.0	99.6	2	234	-	P30657-P40302-EXP-1ryp.pdb1-2-0-T-0.pdb	YFR050C	PRE4	P30657	YMR314W	PRE5	P40302	YFR050C	YMR314W
YGR253C_YMR314W	1	0	Structure	1ryp	1	E	0	100.0	93.1	9	250	-	F	0	100.0	99.6	2	234	-	P32379-P40302-EXP-1ryp.pdb1-E-0-F-0.pdb	YGR253C	PUP2	P32379	YMR314W	PRE5	P40302	YGR253C	YMR314W
YMR314W_YOR117W	1	0	Structure	5mp9	1	M	0	93.4	94.0	27	434	-	F	0	100.0	99.6	2	234	-	P33297-P40302-EXP-5mp9.pdb1-M-0-F-0.pdb	YOR117W	RPT5	P33297	YMR314W	PRE5	P40302	YMR314W	YOR117W
YKL145W_YMR314W	1	0	Structure	5mp9	1	H	0	91.5	91.2	42	467	-	F	0	100.0	99.6	2	234	-	P33299-P40302-EXP-5mp9.pdb1-H-0-F-0.pdb	YKL145W	RPT1	P33299	YMR314W	PRE5	P40302	YKL145W	YMR314W
YKL206C_YMR314W	1	0	Structure	4g4s	1	P	1	71.2	100.0	1	267	-	F	1	100.0	100.0	1	234	-	P36040-P40302-EXP-4g4s.pdb1-P-1-F-1.pdb	YKL206C	ADD66	P36040	YMR314W	PRE5	P40302	YKL206C	YMR314W
YOR259C_YOR362C	1	0	Structure	5mp9	1	G	0	100.0	84.4	6	248	-	L	0	100.0	88.8	49	436	-	P21242-P53549-EXP-5mp9.pdb1-G-0-L-0.pdb	YOR362C	PRE10	P21242	YOR259C	RPT4	P53549	YOR259C	YOR362C
YGL011C_YOR259C	1	0	Structure	5mp9	1	A	0	100.0	95.6	11	251	-	L	0	100.0	88.8	49	436	-	P21243-P53549-EXP-5mp9.pdb1-A-0-L-0.pdb	YGL011C	SCL1	P21243	YOR259C	RPT4	P53549	YGL011C	YOR259C
YOR117W_YOR259C	1	0	Structure	5mp9	1	M	0	93.4	94.0	27	434	-	L	0	100.0	88.8	49	436	-	P33297-P53549-EXP-5mp9.pdb1-M-0-L-0.pdb	YOR117W	RPT5	P33297	YOR259C	RPT4	P53549	YOR117W	YOR259C
YDR394W_YOR259C	1	0	Structure	5mp9	1	K	0	100.0	90.9	40	428	-	L	0	100.0	88.8	49	436	-	P33298-P53549-EXP-5mp9.pdb1-K-0-L-0.pdb	YDR394W	RPT3	P33298	YOR259C	RPT4	P53549	YDR394W	YOR259C
YKL145W_YOR259C	1	0	Structure	5mpa	1	H	0	91.5	91.2	42	467	-	L	0	100.0	88.8	49	436	-	P33299-P53549-EXP-5mpa.pdb1-H-0-L-0.pdb	YKL145W	RPT1	P33299	YOR259C	RPT4	P53549	YKL145W	YOR259C
YFR004W_YOR259C	1	0	Structure	4cr2	1	V	0	89.5	90.2	23	298	-	L	0	100.0	82.6	67	427	-	P43588-P53549-EXP-4cr2.pdb1-V-0-L-0.pdb	YFR004W	RPN11	P43588	YOR259C	RPT4	P53549	YFR004W	YOR259C
YGL011C_YOR157C	1	0	Structure	1ryp	1	O	0	100.0	96.4	10	252	-	W	0	100.0	85.1	30	251	-	P21243-P25043-EXP-1ryp.pdb1-O-0-W-0.pdb	YGL011C	SCL1	P21243	YOR157C	PUP1	P25043	YGL011C	YOR157C
YGR135W_YOR157C	1	0	Structure	4r17	1	B	0	100.0	94.6	2	245	-	H	0	100.0	86.6	30	255	-	P23638-P25043-EXP-4r17.pdb1-B-0-H-0.pdb	YGR135W	PRE9	P23638	YOR157C	PUP1	P25043	YGR135W	YOR157C
YML092C_YOR157C	1	0	Structure	1ryp	1	B	0	100.0	100.0	1	250	-	I	0	100.0	85.1	30	251	-	P23639-P25043-EXP-1ryp.pdb1-B-0-I-0.pdb	YML092C	PRE8	P23639	YOR157C	PUP1	P25043	YML092C	YOR157C
YBL041W_YOR157C	1	0	Structure	1ryp	1	1	0	100.0	92.1	20	241	-	I	0	100.0	85.1	30	251	-	P23724-P25043-EXP-1ryp.pdb1-1-0-I-0.pdb	YBL041W	PRE7	P23724	YOR157C	PUP1	P25043	YBL041W	YOR157C
YDR394W_YGL011C	1	0	Structure	5mp9	1	A	0	100.0	95.6	11	251	-	K	0	100.0	90.9	40	428	-	P21243-P33298-EXP-5mp9.pdb1-A-0-K-0.pdb	YGL011C	SCL1	P21243	YDR394W	RPT3	P33298	YDR394W	YGL011C
YDR394W_YML092C	1	0	Structure	5mp9	1	B	0	100.0	100.0	1	250	-	K	0	100.0	90.9	40	428	-	P23639-P33298-EXP-5mp9.pdb1-B-0-K-0.pdb	YML092C	PRE8	P23639	YDR394W	RPT3	P33298	YDR394W	YML092C
YDR394W_YFR052W	1	0	Structure	4cr3	1	T	0	100.0	99.3	1	272	-	K	0	100.0	89.0	48	428	-	P32496-P33298-EXP-4cr3.pdb1-T-0-K-0.pdb	YFR052W	RPN12	P32496	YDR394W	RPT3	P33298	YDR394W	YFR052W
YDR394W_YIL075C	1	0	Structure	4cr2	1	N	0	94.9	88.1	4	836	-	K	0	100.0	89.0	48	428	-	P32565-P33298-EXP-4cr2.pdb1-N-0-K-0.pdb	YIL075C	RPN2	P32565	YDR394W	RPT3	P33298	YDR394W	YIL075C
YDL147W_YGL011C	1	0	Structure	4cr2	1	A	0	100.0	96.4	10	252	-	P	0	100.0	93.3	28	442	-	P21243-Q12250-EXP-4cr2.pdb1-A-0-P-0.pdb	YGL011C	SCL1	P21243	YDL147W	RPN5	Q12250	YDL147W	YGL011C
YDL147W_YDR394W	1	0	Structure	4cr2	1	K	0	100.0	89.0	48	428	-	P	0	100.0	93.3	28	442	-	P33298-Q12250-EXP-4cr2.pdb1-K-0-P-0.pdb	YDR394W	RPT3	P33298	YDL147W	RPN5	Q12250	YDL147W	YDR394W
YDL147W_YFR004W	1	0	Structure	3jck	1	G	0	90.8	92.5	24	306	-	B	0	98.5	92.1	31	440	-	P43588-Q12250-EXP-3jck.pdb1-G-0-B-0.pdb	YFR004W	RPN11	P43588	YDL147W	RPN5	Q12250	YDL147W	YFR004W
YDL147W_YOR259C	1	0	Structure	4cr2	1	L	0	100.0	82.6	67	427	-	P	0	100.0	93.3	28	442	-	P53549-Q12250-EXP-4cr2.pdb1-L-0-P-0.pdb	YOR259C	RPT4	P53549	YDL147W	RPN5	Q12250	YDL147W	YOR259C
YDL147W_YDR427W	1	0	Structure	3jck	1	F	0	100.0	98.7	6	393	-	B	0	98.5	92.1	31	440	-	Q04062-Q12250-EXP-3jck.pdb1-F-0-B-0.pdb	YDR427W	RPN9	Q04062	YDL147W	RPN5	Q12250	YDL147W	YDR427W
YDL147W_YOR261C	1	0	Structure	3jck	1	E	0	90.8	90.2	3	307	-	B	0	98.5	92.1	31	440	-	Q08723-Q12250-EXP-3jck.pdb1-E-0-B-0.pdb	YOR261C	RPN8	Q08723	YDL147W	RPN5	Q12250	YDL147W	YOR261C
YDL004W_YPL271W	1	0	Structure	3zia	2	I	0	95.1	98.4	2	62	-	H	0	97.6	79.4	33	159	-	P21306-Q12165-EXP-3zia.pdb2-I-0-H-0.pdb	YPL271W	ATP15	P21306	YDL004W	ATP16	Q12165	YDL004W	YPL271W
YBR039W_YDL004W	1	0	Structure	3zia	1	Q	0	96.0	88.7	34	309	-	R	0	97.6	79.4	33	159	-	P38077-Q12165-EXP-3zia.pdb1-Q-0-R-0.pdb	YBR039W	ATP3	P38077	YDL004W	ATP16	Q12165	YBR039W	YDL004W
Q0130_YDL004W	1	0	Structure	2xok	1	Q	0	100.0	98.7	1	75	-	H	0	95.2	78.1	34	158	-	P61829-Q12165-EXP-2xok.pdb1-Q-0-H-0.pdb	Q0130	OLI1	P61829	YDL004W	ATP16	Q12165	Q0130	YDL004W
YJR050W_YKL095W	1	0	Structure	5gmk	1	H	0	100.0	40.4	2	96	-	F	0	100.0	41.4	2	116	-	P21374-P28320-EXP-5gmk.pdb1-H-0-F-0.pdb	YJR050W	ISY1	P21374	YKL095W	YJU2	P28320	YJR050W	YKL095W
YER013W_YKL095W	1	0	Structure	6exn	1	V	0	99.4	54.9	476	1104	-	D	0	99.0	35.3	128	225	-	P24384-P28320-EXP-6exn.pdb1-V-0-D-0.pdb	YER013W	PRP22	P24384	YKL095W	YJU2	P28320	YER013W	YKL095W
YJR050W_YLL036C	1	0	Structure	5lj5	1	G	0	100.0	41.3	1	97	-	v	0	84.7	100.0	1	503	-	P21374-P32523-EXP-5lj5.pdb1-G-0-v-0.pdb	YJR050W	ISY1	P21374	YLL036C	PRP19	P32523	YJR050W	YLL036C
YCR063W_YLL036C	1	0	Structure	5lj5	1	L	0	100.0	98.7	2	156	-	t	0	87.1	100.0	1	503	-	P25337-P32523-EXP-5lj5.pdb1-L-0-t-0.pdb	YCR063W	BUD31	P25337	YLL036C	PRP19	P32523	YCR063W	YLL036C
YLL036C_YLL036C	1	0	Structure	2bay	3	F	0	100.0	11.3	1	57	-	E	0	100.0	11.1	1	56	-	P32523-P32523-EXP-2bay.pdb3-F-0-E-0.pdb	YLL036C	PRP19	P32523	YLL036C	PRP19	P32523	YLL036C	YLL036C
YDR364C_YJR050W	1	0	Structure	6j6q	1	H	0	100.0	40.4	2	96	-	n	0	90.5	67.0	151	455	-	P21374-P40968-EXP-6j6q.pdb1-H-0-n-0.pdb	YJR050W	ISY1	P21374	YDR364C	CDC40	P40968	YDR364C	YJR050W
YCR063W_YDR364C	1	0	Structure	6j6g	1	T	0	100.0	100.0	1	157	-	n	0	90.5	67.0	151	455	-	P25337-P40968-EXP-6j6g.pdb1-T-0-n-0.pdb	YCR063W	BUD31	P25337	YDR364C	CDC40	P40968	YCR063W	YDR364C
YDR364C_YHR165C	1	0	Structure	6bk8	1	A	0	98.9	82.1	126	2106	-	M	0	99.0	66.6	153	455	-	P33334-P40968-EXP-6bk8.pdb1-A-0-M-0.pdb	YHR165C	PRP8	P33334	YDR364C	CDC40	P40968	YDR364C	YHR165C
YJR050W_YMR213W	1	0	Structure	6j6g	1	H	0	100.0	29.8	27	96	-	c	0	75.3	98.1	9	587	-	P21374-Q03654-EXP-6j6g.pdb1-H-0-c-0.pdb	YJR050W	ISY1	P21374	YMR213W	CEF1	Q03654	YJR050W	YMR213W
YAL032C_YMR213W	1	0	Structure	6j6g	1	P	0	93.2	58.0	28	247	-	c	0	75.3	98.1	9	587	-	P28004-Q03654-EXP-6j6g.pdb1-P-0-c-0.pdb	YAL032C	PRP45	P28004	YMR213W	CEF1	Q03654	YAL032C	YMR213W
